表名称,字段,字段解释,字段类型,备注,,,,,,,,,,,,,,,,,
TB_ComJobStat,Edu60,本科生,decimal,,,,,,,,,,,,,,,,,,
TB_ComJobStat,Edu50,大专生,decimal,,,,,,,,,,,,,,,,,,
TB_ComJobStat,Edu70more,研究生及以上,decimal,,,,,,,,,,,,,,,,,,
TB_ComJobStat,Edu40less,中专及以下,decimal,,,,,,,,,,,,,,,,,,
TB_ComJobStat,AnyEdu,学历不限,decimal,,,,,,,,,,,,,,,,,,
TB_ComJobStat,TotalJob,职位数,int,,,,,,,,,,,,,,,,,,
TB_ComJobStat,UpdateTime,更新时间,datetime,,,,,,,,,,,,,,,,,,
TB_ComLike（企业关注数）,id,,int,,,,,,,,,,,,,,,,,,
TB_ComLike（企业关注数）,comid,企业Id,int,,,,,,,,,,,,,,,,,,
TB_ComLike（企业关注数）,personid,个人ID,int,,,,,,,,,,,,,,,,,,
TB_ComLike（企业关注数）,addtime,关注时间,datetime,,,,,,,,,,,,,,,,,,
TB_CommentTagStat（企业评价标签状态）,TagStatId,,varchar,,,,,,,,,,,,,,,,,,
TB_CommentTagStat（企业评价标签状态）,ComId,企业ID,int,,,,,,,,,,,,,,,,,,
TB_CommentTagStat（企业评价标签状态）,TagId,标签ID,int,,,,,,,,,,,,,,,,,,
TB_CommentTagStat（企业评价标签状态）,TagCount,标签数,int,,,,,,,,,,,,,,,,,,
TB_CommentTagStat（企业评价标签状态）,MsgId,消息Id,int,,,,,,,,,,,,,,,,,,
TB_ComMessage（企业留言）,MsgId,,int,,,,,,,,,,,,,,,,,,
TB_ComMessage（企业留言）,PersonId,个人ID,int,,,,,,,,,,,,,,,,,,
TB_ComMessage（企业留言）,ComId,企业ID,int,,,,,,,,,,,,,,,,,,
TB_ComMessage（企业留言）,FromNick,姓名,nvarchar,,,,,,,,,,,,,,,,,,
TB_ComMessage（企业留言）,FromPhone,手机号,nvarchar,,,,,,,,,,,,,,,,,,
TB_ComMessage（企业留言）,FromEmail,邮件,nvarchar,,,,,,,,,,,,,,,,,,
TB_ComMessage（企业留言）,MsgContent,留言内容,nvarchar,,,,,,,,,,,,,,,,,,
TB_ComMessage（企业留言）,CreateTime,创建时间,datetime,,,,,,,,,,,,,,,,,,
TB_ComMessage（企业留言）,ReplyContent,回复内容,nvarchar,,,,,,,,,,,,,,,,,,
TB_ComMessage（企业留言）,ReplyTime,回复时间,datetime,,,,,,,,,,,,,,,,,,
TB_ComMessage（企业留言）,ComDel,企业删除标记,bit,,,,,,,,,,,,,,,,,,
TB_ComMessage（企业留言）,PersonDel,个人删除标记,bit,,,,,,,,,,,,,,,,,,
TB_ComNews（企业动态）,id,,int,,,,,,,,,,,,,,,,,,
TB_ComNews（企业动态）,comId,企业ID,int,,,,,,,,,,,,,,,,,,
TB_ComNews（企业动态）,addTime,添加时间,datetime,,,,,,,,,,,,,,,,,,
TB_ComNews（企业动态）,updateTime,更新时间,datetime,,,,,,,,,,,,,,,,,,
TB_ComNews（企业动态）,infoContent,动态内容,nvarchar,,,,,,,,,,,,,,,,,,
TB_Company_Dept（企业部门）,DeptID,部门ID,int,,,,,,,,,,,,,,,,,,
TB_Company_Dept（企业部门）,UserID,用户ID、企业ID,int,,,,,,,,,,,,,,,,,,
TB_Company_Dept（企业部门）,Manager,负责人,nvarchar,,,,,,,,,,,,,,,,,,
TB_Company_Dept（企业部门）,Email,邮箱,nvarchar,,,,,,,,,,,,,,,,,,
TB_Company_Dept（企业部门）,Sex,性别,int,,,,,,,,,,,,,,,,,,
TB_Company_Dept（企业部门）,Tel,电话,nvarchar,,,,,,,,,,,,,,,,,,
TB_Company_Dept（企业部门）,Fax,传真,nvarchar,,,,,,,,,,,,,,,,,,
TB_Company_Dept（企业部门）,DeptName,部门名称,nvarchar,,,,,,,,,,,,,,,,,,
TB_Company_Dept（企业部门）,Mobile,手机号码,varchar,,,,,,,,,,,,,,,,,,
TB_CompanyAduit（企业审核）,ComId,企业ID,int,,,,,,,,,,,,,,,,,,
TB_CompanyAduit（企业审核）,NewCompanyName,新企业名称,nvarchar,,,,,,,,,,,,,,,,,,
TB_CompanyAduit（企业审核）,NewFullName,新企业全称,nvarchar,,,,,,,,,,,,,,,,,,
TB_CompanyAduit（企业审核）,NewLicNo,新营业执照号,varchar,,,,,,,,,,,,,,,,,,
TB_CompanyAduit（企业审核）,NewLic,新营业执照,varchar,,,,,,,,,,,,,,,,,,
TB_CompanyAduit（企业审核）,AddTime,提交时间,datetime,,,,,,,,,,,,,,,,,,
TB_CompanyAduit（企业审核）,AduitTime,审核时间,datetime,,,,,,,,,,,,,,,,,,
TB_CompanyAduit（企业审核）,AduitStatus,审核状态,int,0 待审核 1 审核通过 -1:审核不通过,,,,,,,,,,,,,,,,,
TB_CompanyAduit（企业审核）,AduitEmp,审核员工,nvarchar,,,,,,,,,,,,,,,,,,
TB_CompanyAduit（企业审核）,AduitEmpNo,审核员工号,int,,,,,,,,,,,,,,,,,,
TB_CompanyAduit（企业审核）,AduitMsg,审核不通过提示消息,nvarchar,,,,,,,,,,,,,,,,,,
TB_CompanyChangeHistory（企业更换营销员历史）,ChgID,更换ID,int,,,,,,,,,,,,,,,,,,
TB_CompanyChangeHistory（企业更换营销员历史）,ChangeTime,更换时间,datetime,,,,,,,,,,,,,,,,,,
TB_CompanyChangeHistory（企业更换营销员历史）,FromID,转出营销员ID,nchar,,,,,,,,,,,,,,,,,,
TB_CompanyChangeHistory（企业更换营销员历史）,ToID,转入营销员ID,nchar,,,,,,,,,,,,,,,,,,
TB_CompanyChangeHistory（企业更换营销员历史）,OpID,操作人ID,nchar,,,,,,,,,,,,,,,,,,
TB_CompanyChangeHistory（企业更换营销员历史）,Notes,备注,nvarchar,,,,,,,,,,,,,,,,,,
TB_CompanyChangeHistory（企业更换营销员历史）,UserID,企业ID,int,,,,,,,,,,,,,,,,,,
TB_CompanyChangeHistory（企业更换营销员历史）,ComType,企业类型,int,0：注册企业 1：采集企业,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,ComID,企业ID,int,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,CompanyName,企业名称,nvarchar,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,Contact,联系人名,nvarchar,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,Tel,电话,nvarchar,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,Fax,传真,nvarchar,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,Email,邮箱,nvarchar,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,Website,网站,nvarchar,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,Address,地址,nvarchar,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,InfoSrc,信息来源,nvarchar,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,SKeyword,搜索关键字,nvarchar,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,CreateEmpNo,创建员工号,int,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,SellEmpNo,销售员工号,int,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,CreateTime,创建时间,datetime,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,UpdateTime,更新时间,datetime,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,GiftPromised,承诺增值服务,nvarchar,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,GiftApplied,已兑现增值服务,nvarchar,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,Q,全文检索使用,nvarchar,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,LastEmpNo,最近一次员工号,int,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,LastChgEmpTime,最近一次修改员工时间,datetime,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,OpChgEmpNo,操作修改员工号,int,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,IsBlack,是否可利用,int,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,SalesQQ,销售QQ,varchar,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,SalesEmail,销售邮箱,nvarchar,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,CanDelete,可以删除标记,int,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,SalesNote,营销员备注的其它联系方式,nvarchar,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,HasLikeCom,有相似企业,int,,,,,,,,,,,,,,,,,,
TB_CompanyCollected（企业采集）,PublicPoolId,公共池标识,int,,,,,,,,,,,,,,,,,,
TB_CompanyFavoriteRead（企业收藏/查看/下载简历）,FavID,,int,,,,,,,,,,,,,,,,,,
TB_CompanyFavoriteRead（企业收藏/查看/下载简历）,PUserID,个人ID,int,,,,,,,,,,,,,,,,,,
TB_CompanyFavoriteRead（企业收藏/查看/下载简历）,CUserID,企业ID,int,,,,,,,,,,,,,,,,,,
TB_CompanyFavoriteRead（企业收藏/查看/下载简历）,AddFavTime,收藏时间,datetime,,,,,,,,,,,,,,,,,,
TB_CompanyFavoriteRead（企业收藏/查看/下载简历）,IsFav,是否收藏,bit,,,,,,,,,,,,,,,,,,
TB_CompanyFavoriteRead（企业收藏/查看/下载简历）,HasRead,是否阅读,bit,,,,,,,,,,,,,,,,,,
TB_CompanyFavoriteRead（企业收藏/查看/下载简历）,ReadTime,阅读时间,datetime,,,,,,,,,,,,,,,,,,
TB_CompanyFavoriteRead（企业收藏/查看/下载简历）,HasInvited,是否邀请,bit,,,,,,,,,,,,,,,,,,
TB_CompanyFavoriteRead（企业收藏/查看/下载简历）,HasDown,是否下载,bit,,,,,,,,,,,,,,,,,,
TB_CompanyFavoriteRead（企业收藏/查看/下载简历）,DownTime,下载时间,datetime,,,,,,,,,,,,,,,,,,
TB_CompanyFavoriteRead（企业收藏/查看/下载简历）,FromType,查看类型,int,0:主动查看，1：收到的应聘简历查看,,,,,,,,,,,,,,,,,
TB_CompanyOption（企业选项）,UserID,,int,,,,,,,,,,,,,,,,,,
TB_CompanyOption（企业选项）,InterviewByWeb,本站投递简历,bit,,,,,,,,,,,,,,,,,,
TB_CompanyOption（企业选项）,InterviewByPhone,电话联系面试,bit,,,,,,,,,,,,,,,,,,
TB_CompanyOption（企业选项）,Phone,手机号,nvarchar,输入您想让求职者打的电话号码,,,,,,,,,,,,,,,,,
TB_CompanyOption（企业选项）,AutoReply,自动回复标记,bit,,,,,,,,,,,,,,,,,,
TB_CompanyOption（企业选项）,AutoReplyMsg,自动回复内容,nvarchar,,,,,,,,,,,,,,,,,,
TB_CompanyPic（企业图片）,UserID,企业ID,int,,,,,,,,,,,,,,,,,,
TB_CompanyPic（企业图片）,LicPic,营业执照图片,varchar,,,,,,,,,,,,,,,,,,
TB_CompanyPic（企业图片）,Pic1,企业照片,varchar,,,,,,,,,,,,,,,,,,
TB_CompanyPic（企业图片）,Pic2,企业照片,varchar,,,,,,,,,,,,,,,,,,
TB_CompanyPic（企业图片）,Pic3,企业照片,varchar,,,,,,,,,,,,,,,,,,
TB_CompanyPic（企业图片）,Pic4,企业照片,varchar,,,,,,,,,,,,,,,,,,
TB_CompanyPic（企业图片）,Pic5,企业照片,varchar,,,,,,,,,,,,,,,,,,
TB_CompanyPromote（企业推荐）,PromoteID,推荐ID,int,,,,,,,,,,,,,,,,,,
TB_CompanyPromote（企业推荐）,PromoteType,推荐类型,int,1:重点企业  2:推荐企业,,,,,,,,,,,,,,,,,
TB_CompanyPromote（企业推荐）,SortOrder,序号,int,,,,,,,,,,,,,,,,,,
TB_CompanyPromote（企业推荐）,Region,区域,varchar,,,,,,,,,,,,,,,,,,
TB_CompanyPromote（企业推荐）,UserID,企业ID,int,,,,,,,,,,,,,,,,,,
TB_CompanyPromote（企业推荐）,ExpireDate,结束时间,datetime,,,,,,,,,,,,,,,,,,
TB_CompanyPromote（企业推荐）,StartDate,开始时间,datetime,,,,,,,,,,,,,,,,,,
TB_CompanyPromote（企业推荐）,LinkAction,链接类型,int,1：内部 2：外部,,,,,,,,,,,,,,,,,
TB_CompanyPromote（企业推荐）,LinkUrl,外部地址,varchar,,,,,,,,,,,,,,,,,,
TB_CompanyPromote（企业推荐）,ShowInPN,同时显示在招聘公告版块,bit,,,,,,,,,,,,,,,,,,
TB_CompanyPromote（企业推荐）,UpdateTime,更新时间,datetime,,,,,,,,,,,,,,,,,,
TB_ComPicCat（企业图片类别）,CatId,类别ID,int,,,,,,,,,,,,,,,,,,
TB_ComPicCat（企业图片类别）,CatName,类别名,nvarchar,,,,,,,,,,,,,,,,,,
TB_ComPicCat（企业图片类别）,UserId,企业ID,int,,,,,,,,,,,,,,,,,,
TB_ComPicCat（企业图片类别）,CatOrder,图片文件夹序号,int,,,,,,,,,,,,,,,,,,
TB_ComPics（企业图片）,PicId,图片ID,int,,,,,,,,,,,,,,,,,,
TB_ComPics（企业图片）,CatId,类别ID,int,,,,,,,,,,,,,,,,,,
TB_ComPics（企业图片）,UserId,企业ID,int,,,,,,,,,,,,,,,,,,
TB_ComPics（企业图片）,PicTitle,图片标题,nvarchar,,,,,,,,,,,,,,,,,,
TB_ComPics（企业图片）,PicDesc,图片描述,nvarchar,,,,,,,,,,,,,,,,,,
TB_ComPics（企业图片）,SortOrder,序号,int,,,,,,,,,,,,,,,,,,
TB_ComPics（企业图片）,Url,地址,varchar,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,ComRightID,权限ID,int,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,UserID,企业的用户ID,int,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,VipType,VIP类型,int,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,PayTime,收费周期,int,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,ServiceStartDate,开始时间,datetime,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,ServiceEndDate,结束时间,datetime,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,ModifyDate,修改时间,datetime,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,CanViewResumeCount,可查看简历联系方式数,int,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,CanPubJobCount,可发布职位数,int,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,RefreshLevel,刷新次数,int,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,IsActive,标示该条记录是否是有效的权限记录,bit,IsActive=true表明该条权限记录是有效的。,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,EmpID,执行修改权限操作的员工工号,int,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,EmpName,执行修改权限操作的员工姓名,nvarchar,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,ViewedResumeCount,已查看的简历份数,int,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,PubJobCount,已发布的职位数,int,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,VipClass,会员级别,int,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,SLogo,小图片,int,与VIP套餐有关,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,BLogo,大图片,int,与VIP套餐有关,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,Banner,半通栏,int,与VIP套餐有关,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,InviteCount,每日可邀请人才数,int,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,CanDownCount,可下载简历份数（每天),int,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,NewUIStart,专享页开始时间,datetime,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,NewUIEnd,专享页结束时间,datetime,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,CanInviteCount,"当前周期内可邀请总数,如为0则不限",int,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,LeftInviteCount,当前周期内剩余可邀请数,int,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,CanPubNotice,允许使用优企优岗,int,当小于等于0时，不允许使用,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,NewRefresh,允许的刷新次数,int,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,MaxClient,允许登录的客户端数目,int,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,CanPubRegion,允许发布的区域,varchar,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,HasRefresh,已刷新次数,int,,,,,,,,,,,,,,,,,,
TB_ComRight（企业权限[编辑界面]）,MaxDayRefresh,一天最多刷新次数,int,,,,,,,,,,,,,,,,,,
TB_ComStat（企业活跃状态）,UserId,,int,,,,,,,,,,,,,,,,,,
TB_ComStat（企业活跃状态）,LikeCount,企业关注数量,int,,,,,,,,,,,,,,,,,,
TB_ComStat（企业活跃状态）,LoginActivity,企业活跃度,int,,,,,,,,,,,,,,,,,,
TB_ComStat（企业活跃状态）,LoginActivityDate,活跃时间,datetime,,,,,,,,,,,,,,,,,,
TB_ComVideo（企业视频）,UserID,企业ID,int,,,,,,,,,,,,,,,,,,
TB_ComVideo（企业视频）,V1Title,视频标题,nvarchar,,,,,,,,,,,,,,,,,,
TB_ComVideo（企业视频）,V1Code,视频内容,varchar,"<iframe height=498 width=510 src=""http://player.youku.com/embed/XMzY1OTk4NTc4MA==""
 frameborder=0 allowfullscreen></iframe>",,,,,,,,,,,,,,,,,
TB_ComVideo（企业视频）,V2Title,视频标题,nvarchar,,,,,,,,,,,,,,,,,,
TB_ComVideo（企业视频）,V2Code,视频内容,varchar,,,,,,,,,,,,,,,,,,
TB_ComVideo（企业视频）,V3Title,视频标题,nvarchar,,,,,,,,,,,,,,,,,,
TB_ComVideo（企业视频）,V3Code,视频内容,varchar,,,,,,,,,,,,,,,,,,
TB_ComVideo（企业视频）,V4Title,视频标题,nvarchar,,,,,,,,,,,,,,,,,,
TB_ComVideo（企业视频）,V4Code,视频内容,varchar,,,,,,,,,,,,,,,,,,
TB_ComVideo（企业视频）,V5Title,视频标题,nvarchar,,,,,,,,,,,,,,,,,,
TB_ComVideo（企业视频）,V5Code,视频内容,varchar,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),UserID,用户ID、企业ID,int,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),VipType,Vip类别,int,"0新注册企业,4试用企业,5试用企业(已过期),2VIP企业,3VIP企业(已过期)",,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),PayTime,收费时间,int,"0无,2一个月,3一个季度,4半年,5一年,6两年",,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),ServiceStartDate,服务开始时间,datetime,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),ServiceEndDate,服务结束时间,datetime,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),ModifyDate,修改时间,datetime,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),CanViewResumeCount,可看简历联系方式数,int,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),CanPubJobCount,可发布职位数,int,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),RefreshLevel,可刷新次数,int,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),ViewedResumeCount,已阅读简历联系方式数,int,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),PubJobCount,已发布职位数,int,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),VipClass,Vip级别,int,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),LastNotifyMail,最后邮件通知时间,datetime,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),LastReadTime,最后阅读时间,datetime,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),InviteCount,日邀请限制,int,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),TodayInvite,今天邀请人数,int,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),LastInviteTime,最后邀请时间,datetime,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),CanDownCount,可下载简历数,int,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),BonusResume,收取的简历数,int,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),NewUIStart,专享页开始时间,datetime,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),NewUIEnd,专享页结束时间,datetime,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),CanInviteCount,"可邀请人数,-1表示不限制",int,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),LeftInviteCount,还可用的邀请人数,int,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),CanPubNotice,可使用优企优岗,int,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),NewRefresh,可刷新次数,int,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),MaxClient,同时登录人数,int,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),CanPubRegion,"可发布职位区域,-1不限",varchar,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),HasRefresh,剩余刷新次数,int,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),MaxDayRefresh,日刷新限制,int,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),DayRefresh,,int,,,,,,,,,,,,,,,,,,
TB_CurrentComRight(企业当前权限),LastRefresh,最新刷新时间,datetime,,,,,,,,,,,,,,,,,,
TB_VIPJ_AppConfig(专享招聘App配置),AppID,,varchar,,,,,,,,,,,,,,,,,,
TB_VIPJ_AppConfig(专享招聘App配置),AppType,,varchar,,小程序类型,,,,,,,,,,,,,,,,
TB_VIPJ_AppConfig(专享招聘App配置),CompanyID,,int,,公司Id,,,,,,,,,,,,,,,,
TB_VIPJ_AppConfig(专享招聘App配置),CompanyName,,varchar,,公司名称,,,,,,,,,,,,,,,,
TB_VIPJ_AppConfig(专享招聘App配置),Remark,,varchar,,备注,,,,,,,,,,,,,,,,
TB_VIPJ_AppConfig(专享招聘App配置),UTime,,datetime,,修改时间,,,,,,,,,,,,,,,,
TB_VIPJ_AppConfig(专享招聘App配置),JsonC,,varchar,,客户端配置,,,,,,,,,,,,,,,,
TB_VIPJ_AppConfig(专享招聘App配置),JsonS,,varchar,,服务端配置,,,,,,,,,,,,,,,,
TB_VIPJ_AppConfig(专享招聘App配置),Enabled,,int,,启用,,,,,,,,,,,,,,,,
TB_VIPJ_QRCode(专享招聘小程序二维码),CTime,,datetime2,创建时间,创建时间,,,,,,,,,,,,,,,,
TB_VIPJ_QRCode(专享招聘小程序二维码),AppKey,,varchar,对应小程序的appid,AppId,,,,,,,,,,,,,,,,
TB_VIPJ_QRCode(专享招聘小程序二维码),Page,,varchar,对应小程序的跳转路劲,页面,,,,,,,,,,,,,,,,
TB_VIPJ_QRCode(专享招聘小程序二维码),Param,,varchar,对应小程序携带的参数,参数,,,,,,,,,,,,,,,,
TB_VIPJ_QRCode(专享招聘小程序二维码),id,,int,,,,,,,,,,,,,,,,,,
TB_VIPJ_QRCode(专享招聘小程序二维码),AppName,,varchar,"指定小程序打开的APP,默认头条",打开小程序二维码的应用,,,,,,,,,,,,,,,,
TB_VIPJ_QRCode(专享招聘小程序二维码),QRealPath,,varchar,二维码真实存储的路劲,真实路劲,,,,,,,,,,,,,,,,
